일시,대여소,대여건수,반납건수
202306,141. 연대 대운동장 옆,0,1
202306,1414. 사가정역 2번출구,2,0
202306,1426. 면목도시개발아파트 1동 앞,1,0
202306,143. 공덕역 2번출구,9,7
202306,1438. 홈플러스 신내점 앞,1,0
202306,144. 공덕역 8번출구,33,26
202306,1444. 면목4치안센터,1,1
202306,1448. 코스트코 상봉점,0,1
202306,145. 공덕역 5번출구,7,1
202306,1451. 중랑세무서,4,0
202306,146. 마포역 2번출구 뒤,20,35
202306,1462.동부시장 북문 앞,1,3
202306,1463.중랑구민회관,1,0
202306,147. 마포역 4번출구 뒤,19,30
202306,148. 용강동 주민센터 앞,13,11
202306,150. 서강대역 2번출구 앞,6,6
202306,1503. 강북구청사거리(수유역 8번출구),0,3
202306,1504. 삼양시장오거리,0,2
202306,1520. 수유중앙시장,2,0
202306,153. 성산2교 사거리,5,0
202306,1531. 미아사거리 1번 출구,0,1
202306,1535. 효성인텔리안 앞,0,2
202306,1537. 북한산 우이역,1,1
202306,1539. 4.19민주묘지역,3,0
202306,154. 마포구청역 ,8,5
202306,1548. 북서울 꿈의숲 서문,1,0
202306,155. 가좌역1 번출구 앞,3,1
202306,1551.4.19탑 앞,1,2
202306,1552. 강북구청사거리,1,1
202306,156. 서울서부지방법원 앞,10,2
202306,1569.수유역2번출구,0,4
202306,157. 애오개역 4번출구 앞,11,5
202306,1571.북서울 꿈의 숲 입구,2,2
202306,1572. 우이동 먹거리마을,1,0
202306,159. 이대역 4번 출구,4,10
202306,160. 북아현동 가구거리,2,2
202306,1602. 광운대역 앞,1,0
202306,1610. 화랑대역 2번출구 앞,1,1
202306,1611. 과기대 입구(우),3,3
202306,1616. 하계2동 공항버스정류장 옆,1,0
202306,162. 봉원고가차도 밑,0,1
202306,1625. 상계역(4번출구),8,9
202306,1634. 당고개공원 대여소,0,1
202306,1637. KT 전화국 버스정류장 옆,1,0
202306,1640. 한내근린공원 북측,1,2
202306,1641. 한내근린공원 남측,1,1
202306,1643. 태릉입구역 8번출구,6,3
202306,165. 중앙근린공원,1,0
202306,1655. 공릉1단지아파트,0,1
202306,166. 가재울 초등학교,2,0
202306,1661. 당현천근린공원,0,1
202306,1662. 노원역7번출구,2,1
202306,1663. 동해문화예술관앞,1,1
202306,1666. 노원소방서인근,1,0
202306,1674. 서울북부고용센터앞,2,4
202306,1677. 육군사관학교  앞,1,2
202306,1679. 삼육대 도서관,0,1
202306,1684. 태릉입구역 5번출구,0,3
202306,169. 북가좌 삼거리,0,2
202306,170. DMC파크뷰자이아파트 302동 앞,0,1
202306,1716. 창동역 1번출구 건너편,0,1
202306,1721. 창동역 2번출구 ,1,1
202306,173. 서대문역 8번출구 앞,2,1
202306,1749. ESA아파트 상가 앞,1,1
202306,175. 홍연2교옆,5,2
202306,176. 명지대학교 도서관,9,7
202306,1762.북한산 한신휴플러스APT앞,1,0
202306,177. 북가좌 초등학교,3,1
202306,1774.정의여중고 버스정류소,1,1
202306,178. 증산3교 앞,1,0
202306,179. 가좌역 4번출구 앞,5,3
202306,180. 충정로역 7번출구 아래,2,1
202306,181. 망원초록길 입구,18,9
202306,1812. 갑을그레이트밸리 앞,1,0
202306,182. 망원2빗물펌프장 앞,25,22
202306,1828. 한양수자인아파트 앞,3,0
202306,1829. 홈플러스 금천점 앞,0,1
202306,183. 하늘채코오롱아파트 건너편,18,15
202306,1830. 빅마켓 금천점 앞,2,0
202306,184. 7번가피자 서교망원점,18,10
202306,185. 마포 신수공원 앞,3,5
202306,1858. 500번·507번 버스 종점 앞,1,1
202306,186. 월드컵공원,15,9
202306,1861.IBK기업은행 석수역 지점 앞,1,0
202306,1862.스타즈호텔독산 빌딩 앞,2,2
202306,1867.대륭포스트타워6차 앞,1,3
202306,1869.롯데캐슬골드파크3차 301동 앞,1,0
202306,188. 홍은동 정원여중 입구,4,3
202306,1904. 도림천역 1번 출구 앞,1,3
202306,1906. 신도림역 1번 출구 앞,1,2
202306,1911. 구로디지털단지역 앞,2,1
202306,1925. 동양미래대학교 정문 옆,6,8
202306,1933. 개봉푸르지오아파트 상가,2,0
202306,194. 증산교 앞,1,4
202306,1941. 오류동역 2번출구,0,1
202306,195. 모래내고가차도 ,1,2
202306,1956. 동아1차APT105동 버스정류장(신도림중학교 방면),0,1
202306,196. 연희교차로 인근,4,2
202306,1961. 신도림테크노근린공원,9,9
202306,1962. 가리봉동주민센터,1,1
202306,198. 충정2교,1,1
202306,1985. 구로도서관,1,0
202306,1986. 태평양물산빌딩,1,0
202306,199. 서울 월드컵 경기장,14,4
202306,1991. 오류동역 맞은편,2,0
202306,1998. 고척교 교차로,1,0
202306,2000. 신도림4차 e편한세상 아파트 1109동 앞,4,0
202306,2002. 노들역 1번출구,20,39
202306,2003. 사육신공원앞,5,13
202306,2007. 유한양행앞,4,2
202306,2009. 보라매역 8번출구,1,1
202306,201. 진미파라곤 앞,14,12
202306,2012. 대림사거리(동작상떼빌아파트),2,0
202306,2013. 장승배기역 5번출구,0,1
202306,2015. 신대방삼거리역 6번출구쪽,1,1
202306,202. 국민일보 앞,17,29
202306,2020. 장승배기역2번출구뒷편쪽,1,1
202306,2025. 흑석역 1번출구,30,36
202306,2026. 흑석역 4번출구,4,1
202306,2027. 중앙대학교 정문 1,23,29
202306,203. 국회의사당역 3번출구 옆,3,12
202306,2034. 사당역 7번출구쪽,1,4
202306,2037. 동작역 5번출구 동작주차공원,23,11
202306,2038. 동작역 7번출구,0,5
202306,204. 국회의사당역 5번출구 옆,7,5
202306,2040. 비계 버스정류소,4,2
202306,2041. 사당중학교 버스정류소,0,1
202306,205. 산업은행 앞,20,7
202306,2050. 노량진역 5번출구,9,6
202306,2054. 삼익아파트,1,0
202306,2058. 동작경찰서,12,8
202306,206. KBS 앞,8,4
202306,2060. 남성역3번출구 뒤,3,4
202306,2061. 한강 현대아파트 건너편,2,0
202306,2067. 보라매역?동작세무서 버스정류장(강남중학교방면),1,1
202306,2069. 숭실대 입구역3번 출구 앞,0,1
202306,207. 여의나루역 1번출구 앞,346,291
202306,2070. 노량진역 2번 출구 앞,9,7
202306,2077.노들역 3번출구,9,7
202306,2079.중앙대학교 중앙광장,2,0
202306,2080. 대방지하보도(대방동경남아너스빌아파트),2,0
202306,2085.강남중학교 앞,1,1
202306,2088.상도중앙하이츠빌 입구,1,0
202306,2089.사당역10번출구(금강빌딩),3,0
202306,209. 유진투자증권빌딩 앞,25,28
202306,2091. 이수역9번출구,1,0
202306,2095.경문고등학교 앞,2,3
202306,2102. 봉림교 교통섬,3,7
202306,2103. 신림동 우방아파트,1,1
202306,2104. 사당역 5번출구,1,3
202306,2106. 세이브마트,5,0
202306,2110. 조원동 미성아파트,1,1
202306,2112. 서울대입구역 마에스트로,0,1
202306,213. KT앞,6,10
202306,2139. 서울신성초등학교,2,2
202306,214. 금융감독원 앞,12,10
202306,2140. 신림1교 교차로,1,0
202306,2148. 낙성대역 3번출구 뒤,1,0
202306,215. 여의도고교 앞,42,47
202306,2164. 관악우체국,1,1
202306,2167. 낙성대역 1번출구,0,4
202306,217. NH농협은행 앞,12,7
202306,2172. 나들목공원,1,2
202306,2175. 신림동걷고싶은문화의거리입구,2,2
202306,2176. 보라매공원 보도육교,1,2
202306,2177. 신대방역 2번 출구,1,1
202306,2183. 동방1교,2,4
202306,2185. 대학동 고시촌,1,1
202306,2189. 봉천역 4번출구,1,0
202306,219. 롯데캐슬엠파이어 옆,3,5
202306,2191.대학동주민센터 ,3,4
202306,220. 미성아파트 A동 앞,5,5
202306,2202.청계산입구역 1번출구,1,1
202306,2203. 청계산입구역 2번출구,2,0
202306,2205. 내곡3단지 어린이공원 앞,1,2
202306,2206. 언남초등학교 앞,2,1
202306,221. 여의도초교 앞,33,16
202306,2211. 서초구립반포도서관 앞,1,0
202306,2213. 고속터미널역 5번출구 앞,0,2
202306,2214. 신반포역 2번출구 앞,18,18
202306,2217.아크로리버뷰 부지 앞,2,3
202306,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",77,76
202306,222. 시범아파트버스정류장 옆,8,4
202306,2222.사당역 12번출구 뒤,4,4
202306,2227.방배열린문화센터 앞,2,1
202306,223. 진주아파트상가 앞,4,0
202306,2230.이수역 4번 출구,1,1
202306,2231. 삼성타운(삼성생명) A동 맞은편,5,7
202306,2237.서울남부터미널 대합실 입구,2,1
202306,2239.교대역 6번출구,1,0
202306,224. 롯데캐슬 앞,2,3
202306,2243.서울가정법원,0,2
202306,2244.교육개발원입구 교차로,1,3
202306,2245.양재초등학교 맞은편,1,0
202306,2246. 서울시 품질시험소 앞,0,1
202306,2249. 우솔초등학교 맞은편,3,2
202306,225. 앙카라공원 앞,1,1
202306,2250. 서초유치원 맞은편,4,6
202306,2251. 더케이호텔 입구(양재2) ,0,1
202306,2252. 잔디마을 마을버스 정류장,3,1
202306,2255.시민의숲역 1번출구 옆,3,1
202306,2256.양재동 꽃시장 입구,1,0
202306,2259. 잠원역 3번-4번 출구사이 ,9,9
202306,226. 샛강역 1번출구 앞,5,13
202306,2262. 한신16차아파트 119동 앞,157,211
202306,2264. 이수역 1번출구,3,5
202306,2265. 이수고가차도 남단,2,3
202306,2266. 서초역 3번출구,4,3
202306,2268. 서초4동주민센터 ,0,1
202306,2269. 주홍교 하부,2,0
202306,227. 양평2나들목 보행통로 입구,8,9
202306,2271. 내방역 8번출구 앞,1,1
202306,2272. 교대입구 교차로,3,3
202306,2273. 일동제약 사거리,5,2
202306,2274. 양재시민의숲역 3번출구,0,1
202306,2276. 영동1교 (양재천근린공원),0,4
202306,2277. 길마중4교 하부,4,4
202306,2279. 교대역 5번출구뒤,3,4
202306,228. 선유도역 3번출구 앞,5,12
202306,2280. 서울서초고용센터앞,1,1
202306,2281. 연세사랑병원신관앞,1,0
202306,2283. 그룹한빌딩옆,1,0
202306,2284. CJ오쇼핑앞,0,1
202306,2285. LH서초3단지 301동 맞은편,0,1
202306,229. 양평1 보행육교 앞,0,2
202306,2297. 남부터미널역 1번출구,6,6
202306,2299. 한전아트센터 앞,5,3
202306,230. 영등포구청역 1번출구,5,6
202306,2301. 현대고등학교 건너편,62,42
202306,2302. 교보타워 버스정류장(신논현역 3번출구 후면),4,6
202306,2303. 논현역 10번출구,5,3
202306,2305. MCM 본사 직영점 앞,2,0
202306,2306. 압구정역 2번 출구 옆,22,38
202306,2307. 압구정 한양 3차 아파트,10,17
202306,2308. 압구정파출소 앞,17,10
202306,2309. 청담역(우리들병원 앞),1,1
202306,2310. 청담동 맥도날드 옆(위치),3,4
202306,2312. 청담역 13번 출구 앞,3,7
202306,2313. 금원빌딩 앞,10,11
202306,2314. 청담나들목입구,20,29
202306,2315. 봉은사역 5번출구 옆,14,10
202306,2317. 삼성도로공원,12,18
202306,2318. 삼성중앙역4번출구(문화센터더 리빌),5,2
202306,2319. 포스코사거리 서측(수협 삼성동 지점),1,1
202306,232. 양평우림 이비즈센타 앞,1,0
202306,2320. 도곡역 대치지구대 방향,2,0
202306,2321. 학여울역 사거리,2,2
202306,2323. 주식회사 오뚜기 정문 앞,1,0
202306,2324. 천주교 대치 2동 교회 옆,0,3
202306,2325. 대치삼성아파트 앞 교차로,2,1
202306,2327. 뱅뱅사거리 랜드마크타워 앞,2,2
202306,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,1,5
202306,2331. 동영문화센터앞,0,1
202306,2332. 선릉역3번출구,4,10
202306,2333. 양재역 3번출구 주변,0,1
202306,2335. 3호선 매봉역 3번출구앞,1,4
202306,234. 영등포구민체육센터 앞,0,1
202306,2340. 삼호물산버스정류장(23370) 옆,2,0
202306,2341. 일원역 4~5번 출구 사이,0,1
202306,2344. 리엔파크 2단지 앞,5,0
202306,2348. 포스코사거리(기업은행),8,2
202306,2349. 역삼빌딩 앞(하나은행 옆),4,5
202306,2352. 서울본부세관(건설회관 앞),3,2
202306,2353. 강남구청역 2번출구 뒤,3,4
202306,2354. 청담역 2번출구,0,1
202306,2356. 강남구청,1,0
202306,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),3,0
202306,236. 문래동자이아파트 앞,3,2
202306,2362. 신사동 가로수길 입구,9,29
202306,2363. 강남 을지병원 교차로,10,16
202306,2364. 도산공원교차로,8,7
202306,2365. K+ 타워 앞,14,15
202306,2368. 도곡동 경남아파트 건너편,1,0
202306,2369. KT선릉타워,2,5
202306,2371. 한국우편사업진흥원,3,2
202306,2372. 대치역 사거리,3,2
202306,2377. 수서역 5번출구,1,0
202306,2380. 삼성동베이직하우스앞,4,1
202306,2381. 언주역 6번출구앞,3,3
202306,2382. 역삼동 sk뷰 501동앞,2,2
202306,2385. 학동역,3,11
202306,2386. 크린랩 본사,0,2
202306,2387. 래미안강남힐즈 사거리,3,3
202306,2388. 강남구 도시관리공단,2,0
202306,239. 유스호스텔 앞,2,2
202306,2394. 개포래미안포레스트아파트 107동 앞,1,1
202306,2396. 영동3교 북단(우성캐릭터 앞 보도),0,1
202306,240. 문래역 4번출구 앞,1,0
202306,2404. 대모산입구역 4번 출구 앞,0,1
202306,2405. 청담공원앞 교차로,12,8
202306,2406. 논현동 광명빌딩 앞,5,2
202306,2407. 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),4,1
202306,2409. 역삼동 디오슈페리움 (우성아파트 사거리),0,1
202306,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),5,3
202306,2413.도곡역 1번 출구,3,3
202306,2414. 도곡역 아카데미스위트 앞,5,1
202306,2416.한티역 6번 출구,0,2
202306,2417.선정릉 디캠프(D.CAMP)앞,1,3
202306,2418.봉은사역 7번 출구 ,13,17
202306,"2419.봉은사역 1,2번 출구 ",14,6
202306,242. 신길선원가와인아파트 앞,1,1
202306,2420.학여울역 사거리(LG베스트샵 앞),1,0
202306,2421. 신논현역 4번출구,11,9
202306,2422.수서동 성당 맞은편,1,0
202306,2425.세곡동 사거리(대왕초등학교 정류장),3,7
202306,2429.압구정로데오역 6번출구,19,30
202306,2430.강남파이낸스센터앞(역삼역2번출구),1,2
202306,2431.대치역 7번출구,5,3
202306,244. 영등포삼환아파트 앞,4,2
202306,245. 삼성생명 당산사옥 앞,3,1
202306,247. 당산역 10번출구 앞,13,3
202306,248. 초원아파트 앞,27,35
202306,249. 여의도중학교 옆,93,85
202306,250. 대림아파트 사거리,2,0
202306,2502. 서초역1번출구 앞,4,3
202306,2503. 반포1동 서초빌딩 앞,1,3
202306,2504. 신사역 4번출구 뒤,14,18
202306,2505. 우성아파트사거리 (기업은행앞),5,4
202306,2506. LG유플러스 (방배사옥),0,1
202306,2509. 심산기념문화센터,3,0
202306,2511. 이수역 6번출구 앞,2,1
202306,2514.사평역 2번출구,3,0
202306,2515.서초초등학교 후문,6,8
202306,2517.서초3교(효령로69길 방면),1,0
202306,2518.서초3교(효령로70길 방면),3,0
202306,252. 보라매역4번출구,1,0
202306,2520.서초1교 (진흥아파트 방면),2,1
202306,2521.서초 크로바타워 앞,1,0
202306,2523.뉴코아 킴스클럽 앞,4,11
202306,2524.반포쇼핑타운 8동 앞,4,5
202306,2525.반포쇼핑타운 2동 앞,89,117
202306,2526.반포경남쇼핑 앞,9,6
202306,2527.반포중학교 앞(세화여고 맞은편),10,15
202306,2529.우리은행 방배동지점 앞,2,1
202306,2535.신반포역 3번출구 뒤,7,3
202306,2538.사평리근린공원,39,17
202306,2540.반포천 앞,4,4
202306,2542.신논현타워 앞,10,4
202306,2545.국립중앙도서관(국제회의장옆),0,1
202306,2547. 반포래미안 리오센트,12,1
202306,2548.반포1동 자율방범초소 옆,4,0
202306,258. 신길역3번출구,4,0
202306,259. 대방역6번출구,0,5
202306,260. 여의도 마리나선착장 앞,5,12
202306,2601. 석촌호수 아뜰리에,7,3
202306,2605. 복정역 1번 출구 앞,1,0
202306,2606. 위례동주민센터 맞은편 근린공원,1,1
202306,2608. 송파구청,19,5
202306,2613. 잠실나들목,13,21
202306,2619. 석촌고분역 4번출구,3,1
202306,2620. 송파나루역 4번 출구옆,3,6
202306,2621. 한성백제역 2번 출구,10,3
202306,2622. 올림픽공원역 3번출구,49,55
202306,2623.석촌동 주민센터,2,1
202306,2625.가락종합 사회복지관,1,0
202306,2627.문정시영아파트 5동 앞 공원,1,0
202306,2630.서울방이동 고분군,1,0
202306,2632.석촌고분역 2번 출구,1,1
202306,2633.송파학사 옆,0,7
202306,2634.위례포레샤인아파트 2318동,2,0
202306,2635.잠실새내역 1번출구,3,6
202306,2637. 아시아지하보도 14번 출구,10,4
202306,2639.석촌역 8번출구,0,2
202306,2641.송파역 4번출구,1,2
202306,2643.풍납중학교 측면,2,0
202306,2645.잠실나들목2(엘스아파트136동),4,1
202306,2646.레이크펠리스101동앞,1,0
202306,2647.잠실 자전거 수리센터 앞,10,9
202306,2648.헬리오시티 112동 앞,1,1
202306,2653.올림픽공원사거리(선수촌아파트),1,1
202306,2656.풍납동 아이파크 107동 앞,1,2
202306,2658.가락몰 업무동,0,1
202306,266. 영등포청과시장 사거리,1,0
202306,267. 삼성화재 사옥 옆,5,12
202306,268. 그랜드컨벤션센터 앞,7,5
202306,270. 증권거래소후문교차로,1,6
202306,2701. 마곡나루역 5번출구 뒤편,1,1
202306,2704.홈플러스(강서점),1,0
202306,2707.한강아파트,2,1
202306,2708.강서한강자이타워 앞,6,4
202306,271. 샛강생태공원방문자센터 앞,9,6
202306,2710.라이품 공영주차장 앞,1,3
202306,2711.가로공원공영주차장 1번 출구,2,1
202306,2712.화곡터널입구교차로,0,1
202306,2713.우장초등학교 앞,0,1
202306,2715.마곡나루역 2번 출구 ,5,9
202306,2717.LG유플러스 마곡사옥,3,3
202306,272. 당산육갑문,44,35
202306,2721.등촌1-10단지 교차로,1,2
202306,2725.서울식물원 식물문화센터,3,4
202306,2728.마곡나루역 3번 출구,1,5
202306,2729.넥센 유니버시티 앞,0,2
202306,2731.명덕고교,1,0
202306,2733.마곡13단지 정문 앞,1,0
202306,2737.까치산역 3번 출구,1,0
202306,2740.마곡레포츠센터,9,1
202306,2742.강서구민올림픽체육센터,1,1
202306,2743.동신아파트 104동 앞,0,2
202306,2744.강서세무서 앞,1,1
202306,275. 신동아아파트,0,1
202306,276. 영등포로터리2,10,17
202306,278. 쌍용플레티넘오피스텔,1,0
202306,2801. 대륭포스트타워1차,0,2
202306,2815.항동지구 7단지 정문,1,0
202306,282. 신한은행 대림동지점,1,0
202306,2823.중앙유통단지 앞,0,1
202306,2824.미래사랑어린이공원 앞,2,0
202306,283. 아크로타워 스퀘어(영등포시장),4,4
202306,284. 센트럴 푸르지오 시티 앞,4,8
202306,287. 영등포전화국사거리 (서강어린이공원),2,3
202306,2909. 석계역 3번 출구,1,1
202306,291. 문래동 하이테크 시티,2,2
202306,2911.상계역중앙시장,0,1
202306,2915.서울과학기술대학교(어학교육원),13,12
202306,2919.등나무 근린공원(시립북서울미술관 앞) ,1,0
202306,293. 충북 미래관,5,3
202306,295.영등포공원 분수대 앞,1,0
202306,296.KT플라자 영등포점,4,1
202306,297.국회3문,1,0
202306,298.KBS 연구동 건너편,5,6
202306,299.여의도 순복음교회,23,24
202306,300. 정동사거리,3,5
202306,3002.벽산상암스마트큐브 ,6,7
202306,3005.마포구청 청사내,1,0
202306,3007.MBC 앞,2,0
202306,3009.서교동사거리(신),29,27
202306,301. 경복궁역 7번출구 앞,4,3
202306,3010.홍대입구역 3번출구,65,50
202306,3013.서울지방고용노동청 앞,25,17
202306,302. 경복궁역 4번출구 뒤,48,48
202306,303. 광화문역 1번출구 앞,6,12
202306,305. 종로구청 옆,12,5
202306,307. 서울역사박물관 앞,3,5
202306,308. 광화문 S타워 앞,9,7
202306,309. 광화문역 6번출구 옆 B,8,2
202306,310. 청계광장 옆,20,28
202306,3100. 북성초교,0,1
202306,3102. 연희삼거리,22,14
202306,3103. 홍제삼거리 북측,1,0
202306,3104. e편한세상 신촌4단지 앞,2,2
202306,3109.북한산더샾 106동 앞,1,1
202306,3110.홍은 현대아이파크 아파트 202동 앞,5,7
202306,3111.무악재역 4번 출구,2,2
202306,3113.독립문역사거리,3,1
202306,3114.충정로역 3번 출구,1,0
202306,3115.북아현 치안센터 인근,1,0
202306,3116.신촌역 4번출구,5,5
202306,3117.이화여대 인문관 인근,3,7
202306,3119.연희 브라운스톤 아파트 앞,8,5
202306,3120.DMC엘가아파트 앞,4,2
202306,3121.가좌삼거리,4,3
202306,3122.북가좌삼거리2,2,2
202306,3123.DMC파크뷰자이1단지 110동 앞,1,4
202306,3125.연희파크푸르지오아파트 앞,0,4
202306,3126.남가좌동 제2공영주차장,0,3
202306,3128.동신병원 맞은편,1,0
202306,3130.가재울사거리,0,1
202306,3132.홍제교,3,0
202306,3134.SK리쳄블(상수도사업본부),1,1
202306,314. 국립현대미술관,34,23
202306,316. 종각역 1번출구 앞,12,13
202306,318. 광교사거리 남측,21,27
202306,320. 을지로입구역 4번출구 앞,7,18
202306,3202.당산롯데캐슬프레스티지,1,4
202306,3204.도림고가도로 밑,0,2
202306,3206.문래동 주민센터,0,2
202306,321. KEB 하나금융그룹 명동사옥 옆,43,51
202306,3212.신풍역 6번출구,0,2
202306,3215.강변삼성래미안,0,1
202306,3219.영등포역 1번출구,1,3
202306,322. 명동성당 앞,17,22
202306,3221.서울특별시 남부교육지원청,0,1
202306,324. 신세계백화점 본점 앞,29,29
202306,326. 안국역 5번출구 앞,35,33
202306,327. 낙원상가 옆,21,38
202306,328. 탑골공원 앞,16,21
202306,329. 청계2가 사거리 옆,30,13
202306,331. 을지로2가 사거리 북측,4,4
202306,3311.서울대입구역 4번 출구,0,1
202306,332. 을지로2가 사거리 남측,5,10
202306,334. 종로3가역 2번출구 뒤,13,16
202306,335. 종로3가역 15번출구 앞,10,7
202306,336. 충무로역 6번출구 앞,32,40
202306,337. 창경궁 입구,17,9
202306,338. 세운스퀘어 앞,14,17
202306,339. 종로4가 사거리,29,25
202306,340. 혜화동 로터리,2,0
202306,3402.이화공영주차장,1,4
202306,3404.서울특별시 중부교육지원청,2,0
202306,3405.파크팰리스,0,2
202306,3407.안국동사거리(신),30,33
202306,3408.종로타워빌딩,20,9
202306,341. 혜화역 3번출구 뒤,5,2
202306,3410.종로3가역 8번출구,35,37
202306,3411.종묘,14,13
202306,3412.세운상가,3,11
202306,3413.종로플레이스,10,10
202306,3414.종로5가역 4번출구,20,25
202306,3415.동대문역6번출구,28,23
202306,3416.동묘앞역 6번출구,24,37
202306,3417.창신3동주민센터,4,1
202306,3419.국립어린이과학관,3,6
202306,342. 대학로 마로니에공원,20,19
202306,3420. 성균관대입구사거리,4,4
202306,3421.혜화역 1번출구,11,6
202306,3422.성균관대 정문,5,18
202306,3423.현대그룹(본사),8,5
202306,3427.인왕산 아이파크 정문,0,1
202306,3428.서울미술관,2,1
202306,3429.HW컨벤션센터 앞,1,1
202306,343. 예일빌딩(율곡로) 앞,9,10
202306,3432.종로2가 사거리,17,9
202306,344. 성균관대 E하우스 앞,4,2
202306,346. 맥스타일 앞,18,9
202306,347. 동대문역사문화공원역 9번출구 앞,33,29
202306,348. 독립문역 사거리,2,3
202306,349. 사직동주민센터,1,6
202306,3500. 군자역2번출구,0,1
202306,3501. 광진구청 앞,1,1
202306,3503. 광진유진스웰,0,1
202306,3504. 원일교회,3,7
202306,3505. 신양초교앞 교차로,9,2
202306,3506. 영동대교 북단,5,8
202306,3507. 어린이회관,2,0
202306,3511. 응봉역 1번출구,16,13
202306,3513. 상왕십리역 1번출구,4,4
202306,3514. 왕십리교회옆,6,3
202306,3515. 서울숲 관리사무소,124,85
202306,3518. 군자역 7번출구뒤,1,3
202306,352. 중앙고입구 삼거리,3,14
202306,3524. 세종대학교,1,1
202306,3525. 금호스포츠센터앞,2,1
202306,3528. 광진정보도서관,2,1
202306,353. 재동초교 앞 삼거리,40,37
202306,3533. 건대입구역 사거리(롯데백화점),30,29
202306,3534. 건대입구역 5번출구 뒤,21,17
202306,3537. 아차산 휴먼시아 아파트 옆,2,0
202306,354. 포르투갈 대사관 앞,3,6
202306,3541. 커먼그라운드,14,8
202306,3542. 래미안 구의파크 스위트,4,0
202306,3544.한양대역 3번 출구,15,15
202306,3545.한양대역 1번출구,12,11
202306,3547.상왕십리역 6번 출입구,3,2
202306,3548.뚝섬역 6번출구,16,9
202306,355. 서울사대부속초교 앞,10,9
202306,3550.금호나들목,6,5
202306,3552.서울숲 공영주차장앞,45,63
202306,3553.마장역3번출구,0,2
202306,3556.신금호파크자이APT앞,1,1
202306,3557.서울숲리버뷰자이APT105동 앞,1,0
202306,3559.성동구민종합체육센터 앞,31,17
202306,356. KT혜화지사 앞,10,10
202306,3560.성동구 견인차량 보관소 앞,4,2
202306,3561.행당동 삼부APT후문,1,1
202306,3566.우성4차아파트,0,1
202306,3569.건대병원후문,12,7
202306,3570.구의역 리버비스타 오피스텔,2,0
202306,3571.화양 APT(횡단보도 옆),1,0
202306,3575. 자양사거리(서원빌딩),4,3
202306,3579.광진 캠퍼스시티,1,2
202306,358. 성대입구 사거리,15,6
202306,3581.광진광장,7,4
202306,3582.화양동 우체국,10,20
202306,3586.군자역 비채온 오피스텔,1,0
202306,359. 원남동사거리,61,48
202306,3600.사근빗물펌프장 건너편,31,33
202306,3604. 삼성중앙역 5번출구,4,3
202306,3606. 신사동주민센터 옆,27,20
202306,361. 동묘앞역 1번출구 뒤,18,22
202306,3610. 윗반마을 입구,1,1
202306,3612. 은곡마을,2,2
202306,3614. 은마아파트 입구 사거리,1,0
202306,3615. 서울 논현동우체국 앞,1,3
202306,362. 청계8가사거리 A,1,2
202306,3620. 청담역 11번 출구,1,0
202306,3621. 휘문고교 사거리,0,1
202306,3623. 일원에코파크 앞(개포로 방면),3,3
202306,3627. 압구정나들목,44,47
202306,3628. 역삼1동 주민센터,1,1
202306,3629. 청담사거리(신한오피스텔빌딩 앞),8,15
202306,363. 신설동역 11번출구 뒤,8,5
202306,3634. 국악고교 앞 교차로,0,2
202306,3636. 삼성중앙역·플래티넘아파트 정류소,2,0
202306,3638. 신청담나들목,10,8
202306,3641. 대청역,4,0
202306,3646. 선정릉역 4번 출구,2,0
202306,3647. 구룡역 1번 출구,0,1
202306,3648. 구룡역 4번 출구,2,1
202306,3651. 개포동역 4번출구,0,1
202306,3657. 서울천호동우체국,7,2
202306,367. 독립문역 3-1번출구 ,4,4
202306,3676. 강동리엔파크9단지,0,1
202306,3677. 강동구음식물재활용센터,1,1
202306,368. SK 서린빌딩 앞,6,16
202306,3680. 강동역3번출구,0,1
202306,3681. 길동 마루빌딩,6,3
202306,3683. KT&G강동지사,0,7
202306,3689. 강일역 3번출구,0,1
202306,369. 광화문 시민열린마당,33,34
202306,370. 시청역(2호선) 9번출구 뒤,13,8
202306,3700. 강변그대가리버뷰 입구 맞은편,3,9
202306,371. 동대입구역 6번출구 뒤,6,14
202306,374. 청구역 2번출구 앞,14,9
202306,3753. 공항중학교 버스정류장,1,1
202306,3757. 신방화역 6번출구,1,0
202306,3758. 서울남부출입국관리소,1,0
202306,3761. 나이아가라관광호텔,9,6
202306,3762. 마곡9단지 907동앞,0,1
202306,3763. 등촌태영아파트,2,2
202306,3769. 증미역 2번출구,0,5
202306,3774. 마곡9단지 910동 상가앞,1,0
202306,3778. 김포공항입구 교차로,2,1
202306,3780. 등촌서광아파트,1,3
202306,3782. 겸재정선미술관,3,2
202306,3783. 마곡금호어울림아파트,2,1
202306,3784. 벽산아파트,3,5
202306,3787. 가양나들목,1,2
202306,379. 서울역9번출구,23,25
202306,3794. 안양천합수부(현대3차아파트),5,12
202306,3796. 송정역 3번출구 앞,1,1
202306,3798. 그랜드아이파크아파트 앞,1,0
202306,380. CJ제일제당 앞,42,34
202306,3804. 낙성대공원,3,0
202306,381. 장충체육관,3,1
